timestamp,heart_rate_bpm,steps,calories,spo2_percent,stress_level,sleep_stage
2025-09-14 01:30:00,60,0,0.6,97.8,33,Light
2025-09-14 01:31:00,61,0,0.61,96.8,32,Light
2025-09-14 01:32:00,60,0,0.6,96.7,32,Light
2025-09-14 01:33:00,59,0,0.59,98.0,31,Light
2025-09-14 01:34:00,59,0,0.59,96.3,31,Light
2025-09-14 01:35:00,58,0,0.58,96.3,31,Light
2025-09-14 01:36:00,59,0,0.59,96.3,30,Light
2025-09-14 01:37:00,59,0,0.59,97.0,30,Light
2025-09-14 01:38:00,59,0,0.59,97.3,30,Light
2025-09-14 01:39:00,59,0,0.59,97.4,30,Light
2025-09-14 01:40:00,58,0,0.58,98.5,30,Light
2025-09-14 01:41:00,58,0,0.58,95.7,31,Light
2025-09-14 01:42:00,58,0,0.58,97.4,31,Light
2025-09-14 01:43:00,58,0,0.58,96.7,31,Light
2025-09-14 01:44:00,58,0,0.58,96.6,31,Light
2025-09-14 01:45:00,59,0,0.59,96.6,31,Light
2025-09-14 01:46:00,61,0,0.61,96.5,32,Light
2025-09-14 01:47:00,60,0,0.6,98.0,32,Light
2025-09-14 01:48:00,60,0,0.6,97.5,32,Light
2025-09-14 01:49:00,60,0,0.6,97.0,32,Light
2025-09-14 01:50:00,58,0,0.58,97.8,33,Light
2025-09-14 01:51:00,58,0,0.58,96.1,33,Light
2025-09-14 01:52:00,59,0,0.59,96.2,33,Light
2025-09-14 01:53:00,61,0,0.61,95.7,33,Light
2025-09-14 01:54:00,60,0,0.6,96.6,33,Light
2025-09-14 01:55:00,60,0,0.6,97.1,33,Light
2025-09-14 01:56:00,60,0,0.6,97.1,33,Light
2025-09-14 01:57:00,58,0,0.58,97.1,32,Light
2025-09-14 01:58:00,60,0,0.6,96.2,32,Light
2025-09-14 01:59:00,60,0,0.6,97.5,32,Light
2025-09-14 02:00:00,60,0,0.6,97.1,32,Light
2025-09-14 02:01:00,59,0,0.59,97.4,33,Light
2025-09-14 02:02:00,60,0,0.6,95.9,33,Light
2025-09-14 02:03:00,59,0,0.59,97.2,33,Light
2025-09-14 02:04:00,59,0,0.59,96.3,33,Light
2025-09-14 02:05:00,61,0,0.61,96.8,34,Light
2025-09-14 02:06:00,59,0,0.59,97.3,34,Light
2025-09-14 02:07:00,59,0,0.59,97.1,34,Light
2025-09-14 02:08:00,59,0,0.59,96.5,34,Light
2025-09-14 02:09:00,58,0,0.58,97.0,34,Light
2025-09-14 02:10:00,57,0,0.57,96.1,34,Deep
2025-09-14 02:11:00,57,0,0.57,97.7,35,Deep
2025-09-14 02:12:00,57,0,0.57,96.9,35,Deep
2025-09-14 02:13:00,57,0,0.57,97.7,35,Deep
2025-09-14 02:14:00,57,0,0.57,96.7,35,Deep
2025-09-14 02:15:00,59,0,0.59,96.7,35,Deep
2025-09-14 02:16:00,58,0,0.58,96.5,35,Deep
2025-09-14 02:17:00,57,0,0.57,97.5,35,Deep
2025-09-14 02:18:00,58,0,0.58,96.6,35,Deep
2025-09-14 02:19:00,57,0,0.57,97.4,35,Deep
2025-09-14 02:20:00,57,0,0.57,96.8,35,Deep
2025-09-14 02:21:00,59,0,0.59,95.8,35,Deep
2025-09-14 02:22:00,57,0,0.57,96.7,35,Deep
2025-09-14 02:23:00,57,0,0.57,96.3,35,Deep
2025-09-14 02:24:00,58,0,0.58,97.0,35,Deep
2025-09-14 02:25:00,58,0,0.58,96.3,36,Deep
2025-09-14 02:26:00,57,0,0.57,97.6,36,Deep
2025-09-14 02:27:00,56,0,0.56,96.9,36,Deep
2025-09-14 02:28:00,57,0,0.57,96.9,36,Deep
2025-09-14 02:29:00,57,0,0.57,97.4,36,Deep
2025-09-14 02:30:00,57,0,0.57,97.6,35,REM
2025-09-14 02:31:00,57,0,0.57,97.0,35,REM
2025-09-14 02:32:00,57,0,0.57,96.5,35,REM
2025-09-14 02:33:00,57,0,0.57,95.9,35,REM
2025-09-14 02:34:00,57,0,0.57,96.6,34,REM
2025-09-14 02:35:00,56,0,0.56,96.6,34,REM
2025-09-14 02:36:00,58,0,0.58,97.1,33,REM
2025-09-14 02:37:00,58,0,0.58,96.8,33,REM
2025-09-14 02:38:00,56,0,0.56,97.4,32,REM
2025-09-14 02:39:00,57,0,0.57,96.6,32,REM
2025-09-14 02:40:00,56,0,0.56,97.0,32,REM
2025-09-14 02:41:00,57,0,0.57,97.7,32,REM
2025-09-14 02:42:00,58,0,0.58,97.2,31,REM
2025-09-14 02:43:00,56,0,0.56,97.0,31,REM
2025-09-14 02:44:00,57,0,0.57,96.6,31,REM
2025-09-14 02:45:00,57,0,0.57,96.6,31,Light
2025-09-14 02:46:00,57,0,0.57,96.5,31,Light
2025-09-14 02:47:00,59,0,0.59,96.7,31,Light
2025-09-14 02:48:00,57,0,0.57,97.5,31,Light
2025-09-14 02:49:00,56,0,0.56,96.9,31,Light
2025-09-14 02:50:00,55,0,0.55,96.2,31,Light
2025-09-14 02:51:00,54,0,0.54,98.1,32,Light
2025-09-14 02:52:00,55,0,0.55,97.2,32,Light
2025-09-14 02:53:00,55,0,0.55,96.2,32,Light
2025-09-14 02:54:00,55,0,0.55,96.7,32,Light
2025-09-14 02:55:00,56,0,0.56,97.1,32,Light
2025-09-14 02:56:00,56,0,0.56,98.0,32,Light
2025-09-14 02:57:00,57,0,0.57,96.3,32,Light
2025-09-14 02:58:00,56,0,0.56,97.6,32,Light
2025-09-14 02:59:00,58,0,0.58,97.8,32,Light
2025-09-14 03:00:00,57,0,0.57,96.6,32,Light
2025-09-14 03:01:00,56,0,0.56,96.8,32,Light
2025-09-14 03:02:00,54,0,0.54,96.4,32,Light
2025-09-14 03:03:00,55,0,0.55,96.9,31,Light
2025-09-14 03:04:00,54,0,0.54,97.0,31,Light
2025-09-14 03:05:00,55,0,0.55,97.4,30,Light
2025-09-14 03:06:00,55,0,0.55,97.7,30,Light
2025-09-14 03:07:00,55,0,0.55,96.6,30,Light
2025-09-14 03:08:00,54,0,0.54,95.8,29,Light
2025-09-14 03:09:00,52,0,0.52,97.0,29,Light
2025-09-14 03:10:00,52,0,0.52,97.2,29,Light
2025-09-14 03:11:00,53,0,0.53,97.1,29,Light
2025-09-14 03:12:00,54,0,0.54,96.8,29,Light
2025-09-14 03:13:00,52,0,0.52,97.1,29,Light
2025-09-14 03:14:00,53,0,0.53,97.9,29,Light
2025-09-14 03:15:00,53,0,0.53,97.2,29,Light
2025-09-14 03:16:00,52,0,0.52,96.8,29,Light
2025-09-14 03:17:00,53,0,0.53,96.7,29,Light
2025-09-14 03:18:00,53,0,0.53,96.9,29,Light
2025-09-14 03:19:00,52,0,0.52,98.0,29,Light
2025-09-14 03:20:00,52,0,0.52,96.9,30,Light
2025-09-14 03:21:00,53,0,0.53,97.0,29,Light
2025-09-14 03:22:00,54,0,0.54,96.7,30,Light
2025-09-14 03:23:00,54,0,0.54,97.7,29,Light
2025-09-14 03:24:00,53,0,0.53,98.2,29,Light
2025-09-14 03:25:00,52,0,0.52,97.3,29,Light
2025-09-14 03:26:00,52,0,0.52,97.0,29,Light
2025-09-14 03:27:00,53,0,0.53,97.0,28,Light
2025-09-14 03:28:00,53,0,0.53,95.6,28,Light
2025-09-14 03:29:00,56,0,0.56,97.4,28,Light
2025-09-14 03:30:00,55,0,0.55,97.1,28,Light
2025-09-14 03:31:00,55,0,0.55,97.3,27,Light
2025-09-14 03:32:00,55,0,0.55,96.6,27,Light
2025-09-14 03:33:00,55,0,0.55,96.8,27,Light
2025-09-14 03:34:00,54,0,0.54,96.8,27,Light
2025-09-14 03:35:00,54,0,0.54,97.6,27,Light
2025-09-14 03:36:00,52,0,0.52,96.8,27,Light
2025-09-14 03:37:00,52,0,0.52,98.2,27,Light
2025-09-14 03:38:00,51,0,0.51,97.3,27,Light
2025-09-14 03:39:00,51,0,0.51,96.2,27,Light
2025-09-14 03:40:00,53,0,0.53,96.9,27,Deep
2025-09-14 03:41:00,51,0,0.51,96.6,27,Deep
2025-09-14 03:42:00,52,0,0.52,95.7,27,Deep
2025-09-14 03:43:00,50,0,0.5,98.0,27,Deep
2025-09-14 03:44:00,50,0,0.5,97.4,27,Deep
2025-09-14 03:45:00,51,0,0.51,97.3,27,Deep
2025-09-14 03:46:00,51,0,0.51,97.1,27,Deep
2025-09-14 03:47:00,50,0,0.5,96.2,27,Deep
2025-09-14 03:48:00,50,0,0.5,96.7,27,Deep
2025-09-14 03:49:00,51,0,0.51,97.5,27,Deep
2025-09-14 03:50:00,50,0,0.5,96.4,26,Deep
2025-09-14 03:51:00,50,0,0.5,95.5,26,Deep
2025-09-14 03:52:00,50,0,0.5,96.9,26,Deep
2025-09-14 03:53:00,50,0,0.5,96.9,25,Deep
2025-09-14 03:54:00,52,0,0.52,97.1,25,Deep
2025-09-14 03:55:00,52,0,0.52,97.4,25,Deep
2025-09-14 03:56:00,50,0,0.5,97.4,25,Deep
2025-09-14 03:57:00,50,0,0.5,97.2,25,Deep
2025-09-14 03:58:00,50,0,0.5,97.7,25,Deep
2025-09-14 03:59:00,51,0,0.51,96.1,25,Deep
2025-09-14 04:00:00,50,0,0.5,97.3,25,REM
2025-09-14 04:01:00,50,0,0.5,97.4,25,REM
2025-09-14 04:02:00,50,0,0.5,96.3,25,REM
2025-09-14 04:03:00,51,0,0.51,96.1,25,REM
2025-09-14 04:04:00,50,0,0.5,96.6,25,REM
2025-09-14 04:05:00,49,0,0.49,96.6,25,REM
2025-09-14 04:06:00,49,0,0.49,97.5,25,REM
2025-09-14 04:07:00,49,0,0.49,96.6,26,REM
2025-09-14 04:08:00,51,0,0.51,96.5,26,REM
2025-09-14 04:09:00,51,0,0.51,96.6,26,REM
2025-09-14 04:10:00,49,0,0.49,97.7,26,REM
2025-09-14 04:11:00,50,0,0.5,97.0,26,REM
2025-09-14 04:12:00,52,0,0.52,96.9,26,REM
2025-09-14 04:13:00,52,0,0.52,96.9,25,REM
2025-09-14 04:14:00,50,0,0.5,97.8,25,REM
2025-09-14 04:15:00,50,0,0.5,96.6,25,Light
2025-09-14 04:16:00,51,0,0.51,97.8,25,Light
2025-09-14 04:17:00,50,0,0.5,97.1,25,Light
2025-09-14 04:18:00,50,0,0.5,96.9,25,Light
2025-09-14 04:19:00,51,0,0.51,98.5,25,Light
2025-09-14 04:20:00,49,0,0.49,96.4,25,Light
2025-09-14 04:21:00,49,0,0.49,96.8,24,Light
2025-09-14 04:22:00,47,0,0.47,96.3,24,Light
2025-09-14 04:23:00,47,0,0.47,97.6,24,Light
2025-09-14 04:24:00,47,0,0.47,98.0,24,Light
2025-09-14 04:25:00,47,0,0.47,98.0,23,Light
2025-09-14 04:26:00,49,0,0.49,97.7,23,Light
2025-09-14 04:27:00,48,0,0.48,96.9,23,Light
2025-09-14 04:28:00,48,0,0.48,96.8,22,Light
2025-09-14 04:29:00,49,0,0.49,96.0,22,Light
2025-09-14 04:30:00,50,0,0.5,98.2,22,Light
2025-09-14 04:31:00,49,0,0.49,97.3,22,Light
2025-09-14 04:32:00,50,0,0.5,96.7,22,Light
2025-09-14 04:33:00,50,0,0.5,97.8,22,Light
2025-09-14 04:34:00,49,0,0.49,96.4,21,Light
2025-09-14 04:35:00,49,0,0.49,97.2,21,Light
2025-09-14 04:36:00,50,0,0.5,96.9,21,Light
2025-09-14 04:37:00,49,0,0.49,97.4,21,Light
2025-09-14 04:38:00,49,0,0.49,97.0,21,Light
2025-09-14 04:39:00,49,0,0.49,96.1,21,Light
2025-09-14 04:40:00,49,0,0.49,97.0,21,Light
2025-09-14 04:41:00,50,0,0.5,97.6,21,Light
2025-09-14 04:42:00,51,0,0.51,97.0,21,Light
2025-09-14 04:43:00,50,0,0.5,97.5,21,Light
2025-09-14 04:44:00,52,0,0.52,96.4,21,Light
2025-09-14 04:45:00,49,0,0.49,97.0,21,Light
2025-09-14 04:46:00,49,0,0.49,96.6,21,Light
2025-09-14 04:47:00,50,0,0.5,97.4,22,Light
2025-09-14 04:48:00,50,0,0.5,97.0,22,Light
2025-09-14 04:49:00,49,0,0.49,97.4,22,Light
2025-09-14 04:50:00,49,0,0.49,97.7,22,Light
2025-09-14 04:51:00,49,0,0.49,97.4,22,Light
2025-09-14 04:52:00,49,0,0.49,97.2,22,Light
2025-09-14 04:53:00,50,0,0.5,96.4,22,Light
2025-09-14 04:54:00,50,0,0.5,97.0,22,Light
2025-09-14 04:55:00,50,0,0.5,96.7,22,Light
2025-09-14 04:56:00,50,0,0.5,96.8,22,Light
2025-09-14 04:57:00,51,0,0.51,96.8,22,Light
2025-09-14 04:58:00,51,0,0.51,96.4,22,Light
2025-09-14 04:59:00,51,0,0.51,95.8,22,Light
2025-09-14 05:00:00,50,0,0.5,96.6,21,Light
2025-09-14 05:01:00,50,0,0.5,97.1,21,Light
2025-09-14 05:02:00,51,0,0.51,96.2,21,Light
2025-09-14 05:03:00,51,0,0.51,97.0,20,Light
2025-09-14 05:04:00,51,0,0.51,98.1,20,Light
2025-09-14 05:05:00,51,0,0.51,97.6,20,Light
2025-09-14 05:06:00,52,0,0.52,98.0,19,Light
2025-09-14 05:07:00,51,0,0.51,97.2,19,Light
2025-09-14 05:08:00,51,0,0.51,97.7,18,Light
2025-09-14 05:09:00,51,0,0.51,96.6,18,Light
2025-09-14 05:10:00,51,0,0.51,96.6,18,Deep
2025-09-14 05:11:00,52,0,0.52,95.4,17,Deep
2025-09-14 05:12:00,52,0,0.52,97.7,17,Deep
2025-09-14 05:13:00,52,0,0.52,97.9,17,Deep
2025-09-14 05:14:00,53,0,0.53,96.7,17,Deep
2025-09-14 05:15:00,53,0,0.53,96.8,16,Deep
2025-09-14 05:16:00,53,0,0.53,96.5,16,Deep
2025-09-14 05:17:00,52,0,0.52,97.2,15,Deep
2025-09-14 05:18:00,52,0,0.52,97.7,15,Deep
2025-09-14 05:19:00,52,0,0.52,96.0,15,Deep
2025-09-14 05:20:00,52,0,0.52,97.2,15,Deep
2025-09-14 05:21:00,52,0,0.52,96.8,14,Deep
2025-09-14 05:22:00,51,0,0.51,97.1,14,Deep
2025-09-14 05:23:00,53,0,0.53,97.3,14,Deep
2025-09-14 05:24:00,52,0,0.52,96.9,14,Deep
2025-09-14 05:25:00,51,0,0.51,96.9,14,Deep
2025-09-14 05:26:00,52,0,0.52,96.9,14,Deep
2025-09-14 05:27:00,53,0,0.53,97.6,13,Deep
2025-09-14 05:28:00,53,0,0.53,97.3,13,Deep
2025-09-14 05:29:00,53,0,0.53,97.1,13,Deep
2025-09-14 05:30:00,53,0,0.53,96.2,14,REM
2025-09-14 05:31:00,52,0,0.52,96.8,14,REM
2025-09-14 05:32:00,52,0,0.52,97.5,14,REM
2025-09-14 05:33:00,51,0,0.51,97.0,14,REM
2025-09-14 05:34:00,53,0,0.53,97.4,14,REM
2025-09-14 05:35:00,52,0,0.52,98.1,14,REM
2025-09-14 05:36:00,52,0,0.52,97.6,14,REM
2025-09-14 05:37:00,52,0,0.52,97.1,15,REM
2025-09-14 05:38:00,52,0,0.52,96.7,15,REM
2025-09-14 05:39:00,52,0,0.52,95.5,15,REM
2025-09-14 05:40:00,51,0,0.51,96.9,15,REM
2025-09-14 05:41:00,52,0,0.52,96.8,16,REM
2025-09-14 05:42:00,53,0,0.53,97.2,16,REM
2025-09-14 05:43:00,52,0,0.52,96.9,16,REM
2025-09-14 05:44:00,52,0,0.52,96.8,16,REM
2025-09-14 05:45:00,53,0,0.53,95.9,16,Light
2025-09-14 05:46:00,52,0,0.52,96.4,16,Light
2025-09-14 05:47:00,51,0,0.51,97.3,16,Light
2025-09-14 05:48:00,51,0,0.51,98.0,16,Light
2025-09-14 05:49:00,52,0,0.52,96.9,16,Light
2025-09-14 05:50:00,52,0,0.52,97.2,16,Light
2025-09-14 05:51:00,54,0,0.54,97.6,15,Light
2025-09-14 05:52:00,55,0,0.55,96.5,15,Light
2025-09-14 05:53:00,54,0,0.54,97.2,15,Light
2025-09-14 05:54:00,54,0,0.54,96.6,15,Light
2025-09-14 05:55:00,53,0,0.53,97.5,15,Light
2025-09-14 05:56:00,54,0,0.54,97.1,16,Light
2025-09-14 05:57:00,53,0,0.53,97.2,16,Light
2025-09-14 05:58:00,54,0,0.54,96.5,16,Light
2025-09-14 05:59:00,53,0,0.53,97.4,16,Light
2025-09-14 06:00:00,54,0,0.54,98.3,16,Light
2025-09-14 06:01:00,56,0,0.56,96.4,16,Light
2025-09-14 06:02:00,55,0,0.55,96.8,16,Light
2025-09-14 06:03:00,55,0,0.55,97.1,16,Light
2025-09-14 06:04:00,56,0,0.56,97.5,16,Light
2025-09-14 06:05:00,55,0,0.55,96.7,16,Light
2025-09-14 06:06:00,55,0,0.55,95.3,16,Light
2025-09-14 06:07:00,55,0,0.55,97.8,16,Light
2025-09-14 06:08:00,55,0,0.55,97.5,15,Light
2025-09-14 06:09:00,55,0,0.55,96.0,15,Light
2025-09-14 06:10:00,55,0,0.55,96.6,15,Light
2025-09-14 06:11:00,56,0,0.56,97.9,15,Light
2025-09-14 06:12:00,57,0,0.57,97.9,14,Light
2025-09-14 06:13:00,57,0,0.57,97.6,14,Light
2025-09-14 06:14:00,59,0,0.59,96.9,14,Light
2025-09-14 06:15:00,57,0,0.57,97.0,14,Light
2025-09-14 06:16:00,58,0,0.58,96.9,14,Light
2025-09-14 06:17:00,57,0,0.57,97.7,14,Light
2025-09-14 06:18:00,59,0,0.59,96.5,14,Light
2025-09-14 06:19:00,57,0,0.57,96.5,14,Light
2025-09-14 06:20:00,56,0,0.56,97.6,14,Light
2025-09-14 06:21:00,56,0,0.56,97.0,15,Light
2025-09-14 06:22:00,54,0,0.54,97.8,15,Light
2025-09-14 06:23:00,54,0,0.54,96.6,14,Light
2025-09-14 06:24:00,54,0,0.54,97.0,14,Light
2025-09-14 06:25:00,55,0,0.55,96.4,14,Light
2025-09-14 06:26:00,56,0,0.56,97.0,14,Light
2025-09-14 06:27:00,58,0,0.58,96.1,14,Light
2025-09-14 06:28:00,58,0,0.58,96.7,13,Light
2025-09-14 06:29:00,57,0,0.57,96.1,13,Light
2025-09-14 06:30:00,56,0,0.56,97.4,13,Light
2025-09-14 06:31:00,57,0,0.57,97.4,13,Light
2025-09-14 06:32:00,56,0,0.56,96.0,13,Light
2025-09-14 06:33:00,58,0,0.58,97.8,13,Light
2025-09-14 06:34:00,59,0,0.59,98.5,14,Light
2025-09-14 06:35:00,58,0,0.58,97.0,14,Light
2025-09-14 06:36:00,56,0,0.56,96.6,14,Light
2025-09-14 06:37:00,58,0,0.58,98.7,14,Light
2025-09-14 06:38:00,58,0,0.58,96.2,14,Light
2025-09-14 06:39:00,59,0,0.59,97.0,14,Light
2025-09-14 06:40:00,57,0,0.57,97.1,14,Deep
2025-09-14 06:41:00,57,0,0.57,97.8,15,Deep
2025-09-14 06:42:00,57,0,0.57,97.2,15,Deep
2025-09-14 06:43:00,57,0,0.57,96.7,15,Deep
2025-09-14 06:44:00,57,0,0.57,96.4,15,Deep
2025-09-14 06:45:00,58,0,0.58,96.8,15,Deep
2025-09-14 06:46:00,57,0,0.57,96.4,15,Deep
2025-09-14 06:47:00,57,0,0.57,97.0,16,Deep
2025-09-14 06:48:00,58,0,0.58,96.7,16,Deep
2025-09-14 06:49:00,58,0,0.58,96.1,16,Deep
2025-09-14 06:50:00,59,0,0.59,97.8,16,Deep
2025-09-14 06:51:00,58,0,0.58,96.7,16,Deep
2025-09-14 06:52:00,57,0,0.57,96.2,16,Deep
2025-09-14 06:53:00,58,0,0.58,96.9,16,Deep
2025-09-14 06:54:00,59,0,0.59,97.0,17,Deep
2025-09-14 06:55:00,58,0,0.58,96.0,17,Deep
2025-09-14 06:56:00,60,0,0.6,97.2,17,Deep
2025-09-14 06:57:00,59,0,0.59,96.4,17,Deep
2025-09-14 06:58:00,60,0,0.6,98.0,17,Deep
2025-09-14 06:59:00,60,0,0.6,97.3,17,Deep
2025-09-14 07:00:00,72,129,5.88,96.8,17,Awake
2025-09-14 07:01:00,80,108,5.12,96.6,17,Awake
2025-09-14 07:02:00,83,93,4.55,96.9,16,Awake
2025-09-14 07:03:00,86,106,5.1,97.4,16,Awake
2025-09-14 07:04:00,88,131,6.12,97.0,16,Awake
2025-09-14 07:05:00,91,120,5.71,96.9,16,Awake
2025-09-14 07:06:00,89,128,6.01,97.0,16,Awake
2025-09-14 07:07:00,90,123,5.82,96.6,16,Awake
2025-09-14 07:08:00,92,113,5.44,96.8,16,Awake
2025-09-14 07:09:00,88,126,5.92,95.7,16,Awake
2025-09-14 07:10:00,86,124,5.82,97.6,16,Awake
2025-09-14 07:11:00,83,107,5.11,97.2,16,Awake
2025-09-14 07:12:00,85,103,4.97,96.5,16,Awake
2025-09-14 07:13:00,87,130,6.07,98.1,17,Awake
2025-09-14 07:14:00,91,122,5.79,97.1,17,Awake
2025-09-14 07:15:00,90,124,5.86,96.4,17,Awake
2025-09-14 07:16:00,93,115,5.53,97.5,17,Awake
2025-09-14 07:17:00,89,122,5.77,97.2,17,Awake
2025-09-14 07:18:00,86,129,6.02,97.2,17,Awake
2025-09-14 07:19:00,87,128,5.99,96.7,17,Awake
2025-09-14 07:20:00,89,147,6.77,97.3,18,Awake
2025-09-14 07:21:00,89,114,5.45,96.8,18,Awake
2025-09-14 07:22:00,85,114,5.41,97.3,18,Awake
2025-09-14 07:23:00,86,118,5.58,95.9,18,Awake
2025-09-14 07:24:00,85,135,6.25,96.7,18,Awake
2025-09-14 07:25:00,88,116,5.52,98.0,18,Awake
2025-09-14 07:26:00,89,126,5.93,96.5,18,Awake
2025-09-14 07:27:00,87,124,5.83,96.6,19,Awake
2025-09-14 07:28:00,87,130,6.07,96.7,19,Awake
2025-09-14 07:29:00,86,123,5.78,96.3,19,Awake
2025-09-14 07:30:00,87,125,5.87,95.7,19,Awake
2025-09-14 07:31:00,89,122,5.77,96.9,20,Awake
2025-09-14 07:32:00,88,122,5.76,97.1,20,Awake
2025-09-14 07:33:00,89,126,5.93,97.0,21,Awake
2025-09-14 07:34:00,88,112,5.36,96.9,21,Awake
2025-09-14 07:35:00,87,120,5.67,97.0,21,Awake
2025-09-14 07:36:00,88,97,4.76,97.6,21,Awake
2025-09-14 07:37:00,86,130,6.06,96.9,22,Awake
2025-09-14 07:38:00,86,130,6.06,96.7,22,Awake
